benchmark,methods,pop_size,generations,run ke-1,run ke-2,run ke-3,run ke-4,run ke-5,run ke-6,run ke-7,run ke-8,run ke-9,run ke-10,run ke-11,run ke-12,run ke-13,run ke-14,run ke-15,run ke-16,run ke-17,run ke-18,run ke-19,run ke-20
X-n502-k39,CA-KNN2,300,21,81000.23433,80219.64033,83386.16467,81823.56167,81686.07733,81197.17567,80183.89167,81419.56467,81604.36867,82461.88233,78602.36,80476.272,81586.65067,80897.19967,79963.107,81185.92233,82541.67,82630.14667,79931.10067,79940.489
X-n502-k39,CA-KNN2,300,22,81508.811,79932.38133,83427.75967,81602.56,80982.423,80551.68067,80236.188,81407.63933,81314.291,82207.14567,78227.652,80155.02833,81758.05633,80618.78967,79555.61933,81563.48133,81932.23667,82830.11333,79414.228,79554.66333
X-n502-k39,CA-KNN2,300,23,81121.124,79709.779,83156.00733,81647.97233,80703.08033,80246.55767,79741.56667,81078.77567,81259.921,82483.404,78030.56167,79898.631,81835.15,80491.99667,79361.58567,81079.689,81369.48867,82780.63933,78964.247,79234.137
X-n502-k39,CA-KNN2,300,24,81155.721,79081.683,83738.95267,81427.67733,80751.18667,79761.805,79537.86167,81032.555,80838.578,82446.74867,78133.47533,79739.10133,81906.43033,80474.08133,78869.34167,80665.13667,81029.547,82695.39767,79020.03233,79213.25167
X-n502-k39,CA-KNN2,300,25,80561.63233,78931.84733,83186.63433,80970.39867,80102.55133,78816.54067,78987.86833,80679.469,80528.60833,82052.623,77874.02633,79726.794,81697.41933,80608.60833,78564.97967,79982.67667,80912.802,82729.78333,78927.57667,79085.30533
X-n502-k39,CA-KNN2,300,26,80128.61967,78556.63767,82849.91367,81080.25867,80188.188,78533.79067,78528.32067,80475.17633,80208.36967,82524.12133,77592.839,79389.93,81056.988,80528.94967,77910.35533,79975.06233,79899.422,82559.64533,78797.16567,78595.68
X-n502-k39,CA-KNN2,300,27,79959.81967,78322.07233,82577.117,80494.38233,80029.565,78582.27067,78185.71133,80358.23867,79862.01833,82487.326,77749.604,79846.68833,81121.24,80473.75533,77965.834,79812.01267,79404.10367,82454.93367,78258.89833,78360.46533
X-n502-k39,CA-KNN2,300,28,79503.08967,78144.039,81954.96467,80102.112,80232.22167,78653.528,78103.84467,80055.48367,79939.001,81804.16367,77656.956,79832.39267,80710.35767,80052.87633,78034.769,79758.01333,79226.74267,81777.01933,77877.813,78058.35867
X-n502-k39,CA-KNN2,300,29,79508.00867,77969.39367,81833.43,79713.12033,79868.124,78397.095,77778.316,79194.91833,79923.059,81486.565,77550.34433,79939.985,80005.85833,80372.32933,78114.33767,79620.30933,79065.04467,81695.07767,77750.12833,77990.21733
X-n502-k39,CA-KNN2,300,30,79141.35567,77888.22367,81358.834,79749.514,79592.98367,78053.50633,77656.61133,79023.55433,80221.827,80656.66633,77344.26167,79598.74967,79794.461,79559.18067,77609.846,80005.32433,78891.97367,81841.05667,77537.129,77884.33733
X-n502-k39,CA-KNN2,300,31,78843.913,77798.38367,81104.863,79681.922,79286.463,78109.64833,77458.553,78807.624,79941.20133,79874.683,77331.50467,78951.29333,79692.184,79106.21967,77345.64533,79941.29467,78633.923,81333.08733,77614.32,77687.496
X-n502-k39,CA-KNN2,300,32,78944.292,77803.816,80697.975,79614.53967,78952.87633,78070.70267,77376.308,78582.436,79682.60067,79568.83467,77464.426,79090.38467,79669.32033,78566.32167,77483.913,79554.26233,78464.40833,81275.94833,77644.37567,77281.437
X-n502-k39,CA-KNN2,300,33,78747.21033,77756.224,80429.50267,79137.07067,78776.42867,77888.563,77404.551,78395.97467,79220.28833,78959.10367,77340.58633,79079.25667,79498.804,78359.63867,77613.77967,79130.77767,78367.28567,80909.11267,77451.76467,77146.441
X-n502-k39,CA-KNN2,300,34,78606.61667,77607.43967,80412.62067,78897.94567,78761.48033,77491.25033,77358.56367,78332.69433,79237.23033,78705.65533,77146.122,78628.18867,79128.74533,78230.38933,77257.33667,79092.72333,78222.66167,80383.08933,77502.493,77187.31967
X-n502-k39,CA-KNN2,300,35,78669.504,77391.44867,80214.32067,78767.665,78470.50833,77403.77533,77455.10667,78450.68633,79577.28033,78249.107,77046.33333,78405.27967,78943.567,78110.59333,77269.01167,79087.98467,78038.817,79677.97267,77637.726,77240.126
X-n502-k39,CA-KNN2,300,36,78428.97667,77206.449,80050.55833,78900.54767,78350.79467,77151.69933,77578.56833,78516.824,79566.66933,77713.00767,76750.967,78145.63867,78717.87533,78084.314,77367.729,78692.94833,77697.628,79159.74033,77285.51933,77169.109
X-n502-k39,CA-KNN2,300,37,78473.63267,77289.99167,79861.03967,78587.318,78257.31767,77028.525,77314.95933,77945.28033,79200.536,77729.07233,76654.883,77910.49967,78455.058,77631.52767,77398.765,78223.11367,77703.42733,78949.13267,77244.544,76973.223
X-n502-k39,CA-KNN2,300,38,78319.97867,77565.61933,79920.81533,78396.273,78015.815,77081.243,77415.87567,77718.853,79258.67667,77621.61867,76577.87467,77838.863,78401.957,77364.86833,77458.031,78134.30433,77697.732,78224.90833,77136.28467,76867.47833
X-n502-k39,CA-KNN2,300,39,78130.14833,77690.858,79528.38467,78056.234,77850.65867,76907.753,77281.447,77829.63233,79189.34767,77522.26567,76414.56633,77621.85633,78483.556,77567.094,77605.401,78140.68467,77802.906,78482.99133,77164.93467,76957.65667
X-n502-k39,CA-KNN2,300,40,78121.97367,77473.244,79471.01267,77994.35433,77666.50467,76934.846,77071.60667,77694.012,78792.946,77306.65033,76208.197,77710.83033,78212.07,77538.59167,77427.68933,77827.38367,77750.86767,78452.39733,77154.997,76852.418
X-n502-k39,CA-KNN2,300,41,78036.85233,77381.02067,79151.29067,77952.51533,77404.784,76822.428,77042.496,77664.69267,78477.774,77338.602,76107.89833,77505.96867,78013.599,77355.67867,77443.36333,77697.493,77860.40367,78414.20333,77093.32267,76801.148
X-n502-k39,CA-KNN2,300,42,77987.54333,77298.06467,79200.19233,77990.233,77237.149,76582.976,77151.381,77704.46933,78157.50733,77380.96167,76159.70233,77440.19867,77983.229,77048.80267,77510.131,77495.62133,77798.51333,78236.397,77043.09733,76691.96833
X-n502-k39,CA-KNN2,300,43,77879.51433,77266.039,78919.594,77913.45233,77140.20933,76689.109,76976.45633,77480.31067,78034.688,77295.358,76050.20567,77421.3,77770.97233,77012.48133,77774.725,77249.72033,77650.914,78163.592,77020.82967,76570.402
X-n502-k39,CA-KNN2,300,44,77767.61667,77246.365,78645.03267,77757.61667,76981.26733,76731.698,76748.385,77561.81867,77997.576,77261.28433,75841.25067,77579.87467,77668.404,76976.95867,77779.49367,77248.59033,77457.56533,78115.11567,76868.11567,76569.06733
X-n502-k39,CA-KNN2,300,45,77613.883,77291.74467,78640.529,77598.37167,76858.597,76581.92433,76608.02467,77379.67933,77934.9,77275.99433,75873.85,77349.393,77755.66567,77008.17667,77391.726,77130.99767,77287.779,77974.69633,76818.51567,76424.83533
X-n502-k39,CA-KNN2,300,46,77611.02667,77140.61933,78171.537,77608.76233,76935.07933,76465.91133,76680.379,77416.27967,77767.797,77131.44667,75887.639,77454.36633,77693.43333,77042.896,77304.106,77022.70333,77048.25533,77731.46333,76887.74733,76433.64633
X-n502-k39,CA-KNN2,300,47,77522.18233,76986.03567,78173.06933,77524.36133,77012.59067,76175.55733,76753.61233,77169.55133,77828.845,77071.56833,75868.10067,77327.787,77636.61633,77131.9,77107.38067,77130.55567,76894.67067,77913.938,76984.95333,76510.09233
X-n502-k39,CA-KNN2,300,48,77396.134,76840.67567,77838.878,77583.322,76858.73767,76184.93567,76799.85933,77212.37733,77693.55133,76962.91967,75910.45733,77372.427,77531.158,77071.84967,76870.638,77048.42333,76823.993,78094.16967,77081.18,76582.97867
X-n502-k39,CA-KNN2,300,49,77298.048,76725.80833,77807.019,77485.67833,76750.51933,76070.401,76802.36567,77149.53,77746.34267,77007.419,76087.52033,77191.01967,77465.96867,77071.46533,76988.227,76970.666,76801.21367,77956.05933,77073.21967,76476.772
X-n502-k39,CA-KNN2,300,50,77278.55133,76828.556,77800.06067,77567.71833,76749.636,76075.20733,76878.202,77024.16733,77821.54233,77037.47167,75971.615,77128.711,77306.48,76877.79767,76857.182,76917.143,76691.052,77684.38567,77157.776,76537.81833
X-n502-k39,CA-KNN3,300,1,78721.86767,78681.82533,78847.169,78764.16767,78833.41767,78550.86633,78740.64167,78925.096,78635.98067,78644.995,78678.41567,78728.24133,78498.55167,78518.06133,78767.944,78712.423,78729.52533,78573.62467,78737.64567,78751.19567
X-n502-k39,CA-KNN3,300,2,79662.25833,79662.009,79578.00933,79437.25133,79663.702,79383.66533,79647.453,79773.726,79374.50133,79469.49867,79588.307,79452.859,79554.01833,79443.40567,79442.92667,79556.97367,79549.04667,79422.93767,79720.75667,79466.52133
X-n502-k39,CA-KNN3,300,3,80570.91667,80025.27567,80173.35033,80090.17533,79992.33,79935.969,80266.45067,80602.10167,80158.823,80104.50867,80243.42333,80167.55767,80460.86133,80248.77633,80024.069,80251.87867,80055.493,80369.15667,80428.555,80160.83
X-n502-k39,CA-KNN3,300,4,81637.803,80745.35533,80979.53667,80915.43467,80886.59167,80568.44933,80878.47267,81119.21433,80482.43367,80883.83133,80747.50433,80815.20967,81276.30933,80693.044,80645.03833,80572.74067,81076.42267,81137.97933,80868.69367,80922.33433
X-n502-k39,CA-KNN3,300,5,82390.84567,81611.60633,81567.60867,81416.128,81468.08767,81067.04667,81605.37233,81596.02967,81089.635,81536.3,81250.93433,81482.663,81898.183,81528.96,80939.68167,80872.16467,81018.16267,81411.81033,81509.41067,81481.97667
X-n502-k39,CA-KNN3,300,6,82839.14133,82101.60533,82053.67733,81631.439,82090.683,81892.902,82001.842,82145.13867,82113.67567,81896.93333,81635.727,82220.21,82260.691,82286.405,81502.56367,81428.81033,81563.05433,81806.14933,81948.12167,82302.518
X-n502-k39,CA-KNN3,300,7,83193.40933,82971.88933,82311.626,81945.874,82606.43967,82755.831,82379.53667,82480.86367,83029.99467,82317.73433,82098.27933,82607.372,82494.038,82739.80533,82107.76667,82052.68533,82153.40067,82409.88933,82475.22733,82583.27867
X-n502-k39,CA-KNN3,300,8,83481.09167,83168.472,82811.105,82817.686,82822.96967,82861.96567,82953.31567,82312.46967,83514.99067,82300.25533,82523.627,82908.79233,82680.402,83561.49667,82877.146,81762.93233,82383.277,82934.271,82994.54533,82741.92367
X-n502-k39,CA-KNN3,300,9,83775.26033,83531.215,83342.40867,82829.34467,83448.00667,82796.64033,82893.39833,82650.87567,83932.36433,82868.10633,82507.775,83410.29067,82583.79233,83367.44967,83234.94033,82057.85767,82684.015,83184.77467,83772.58633,83119.835
X-n502-k39,CA-KNN3,300,10,83653.55967,83294.39233,83359.60933,83355.161,83306.41167,83129.65733,83362.11133,83180.228,83929.48133,83134.49733,82888.711,83399.10467,82901.78133,83017.405,83722.25733,82613.29,82686.37267,82901.553,83616.21467,83462.163
X-n502-k39,CA-KNN3,300,11,83642.98667,83783.02533,83249.67967,83967.466,84263.40067,83642.24767,83395.92667,82705.22533,84322.09033,82750.26967,83041.64167,83812.29767,83018.22433,83105.771,83469.168,82730.02667,83034.25167,83270.41467,83707.62633,83760.718
X-n502-k39,CA-KNN3,300,12,83794.896,84218.32967,83174.18833,84150.998,84151.942,83608.69767,83619.99767,82570.413,84266.78033,82981.44867,83646.366,83748.246,83304.08667,82851.71867,83476.695,82824.42733,82627.11533,84159.46233,83805.729,83692.156
X-n502-k39,CA-KNN3,300,13,84085.758,84351.87267,83382.586,83886.801,83891.074,82772.95667,83839.48867,81945.86433,84647.65133,83329.35867,84300.05167,83975.643,82889.30667,82851.14767,83709.85167,83402.74367,82673.49733,83007.061,83799.802,83588.51567
X-n502-k39,CA-KNN3,300,14,84376.00367,84211.21833,83669.475,83769.59533,83371.859,82105.59967,83844.97433,82140.92733,84465.15133,83583.82167,84044.12167,84067.123,83080.87667,82576.37733,83561.55533,83275.80967,82798.84933,82909.31433,83828.207,83748.086
X-n502-k39,CA-KNN3,300,15,84661.32267,84203.553,83450.18967,83465.942,83190.50433,81883.087,84055.64367,82395.166,84368.241,83777.003,83842.88967,84258.71233,83204.663,82434.86367,83405.60867,82876.57133,82869.958,82660.04133,83746.13167,83840.28867
X-n502-k39,CA-KNN3,300,16,84773.35167,84244.672,83105.635,83494.92933,83298.15467,81217.37467,84188.943,82199.77867,84358.276,84055.244,83901.728,84304.39267,83070.32833,82030.23,83951.63333,82135.562,83067.831,82459.99333,83477.13967,83799.90633
X-n502-k39,CA-KNN3,300,17,83979.77033,84211.123,82601.55733,83491.376,83160.87,81566.96133,83778.425,82041.73267,84241.33933,84087.02133,83597.27133,84319.82767,82582.05367,81935.122,84051.994,81734.88667,82756.24867,81702.62933,84225.44967,83859.22267
X-n502-k39,CA-KNN3,300,18,84035.525,83537.09033,82280.577,82862.57467,82891.948,81401.523,83536.19967,81530.88667,84070.93433,84097.653,82978.13033,84477.985,81915.403,81342.35367,84240.26533,81370.71367,82436.22667,81149.164,83978.149,84069.528
X-n502-k39,CA-KNN3,300,19,83802.88833,83149.18733,81725.73467,82089.37833,82709.34067,81797.15667,83090.373,81517.814,83931.858,83927.81233,82925.96533,84409.01333,81933.81333,81080.43867,84045.43433,81072.81667,82289.675,80756.51367,84113.54967,84485.88333
X-n502-k39,CA-KNN3,300,20,84229.91633,82786.788,81663.16733,81617.34367,82627.98,82045.349,83191.89233,81443.46233,83530.01133,83674.03667,82496.73233,84481.88233,81690.309,80991.22333,83721.412,80873.405,81517.07733,80443.23367,84011.48233,84739.046
X-n502-k39,CA-KNN3,300,21,83924.98933,82557.25167,81697.044,81427.57733,82476.32233,81747.35667,83004.791,81447.90033,82949.71567,84019.73733,82378.824,84031.08767,81294.18567,80967.513,83612.90267,80702.60567,81586.28233,80234.76233,84431.45033,84600.944
X-n502-k39,CA-KNN3,300,22,83902.341,82238.96133,81313.264,81088.05233,82186.87133,81819.383,82850.921,81151.43433,82748.74533,83806.60833,82429.054,84285.76767,81067.286,80542.89933,83350.174,80127.04433,81178.993,79947.16033,84848.34967,84377.39267
X-n502-k39,CA-KNN3,300,23,83336.17333,81889.53267,81326.808,80733.28333,81683.69233,81607.116,82702.563,81301.12933,82343.421,83150.201,82064.57167,83925.47,81094.448,80187.43867,82881.217,80002.04167,80832.90933,80053.57867,85037.97933,84035.354
X-n502-k39,CA-KNN3,300,24,83219.14333,81311.19667,80905.07233,80196.87367,81164.70967,81738.47467,82387.10667,80926.02133,81886.48633,82658.447,81599.66933,83823.17233,80552.13733,79897.897,82392.211,79735.45233,80411.05967,79706.46933,85522.29533,84181.148
X-n502-k39,CA-KNN3,300,25,82702.781,80999.73567,80984.309,79663.29033,81075.03967,81506.163,82467.04333,80351.08933,81591.269,82436.44933,81718.932,83317.66767,80277.89533,79494.387,81949.00233,79890.88967,79959.09,79681.06133,85211.91867,83785.17667
X-n502-k39,CA-KNN3,300,26,82265.37867,80681.14133,80674.92733,79916.96433,81069.24967,81037.21467,82396.031,80204.42367,80894.75967,81734.36533,81680.792,83466.481,80167.55967,79347.58133,81847.034,80056.86967,80126.719,79479.93033,84989.01767,83744.51533
X-n502-k39,CA-KNN3,300,27,81522.64533,80290.548,80506.794,80071.68,80902.29067,81075.22967,81905.35767,79606.78067,80910.45767,81540.811,81619.88467,83077.254,79994.96033,79282.36267,81917.972,79621.211,79897.853,79513.15067,85141.33967,83615.11533
X-n502-k39,CA-KNN3,300,28,80909.27333,80158.52267,79925.19433,79640.622,80820.366,80995.22067,81744.89767,79692.98833,80872.967,81171.95433,81295.49667,82611.64633,79935.499,79153.22567,81605.72367,79518.89233,79872.595,79024.16,84649.815,83667.95967
X-n502-k39,CA-KNN3,300,29,80790.73167,80217.086,79820.46633,79395.79567,80487.861,80992.24333,81559.82267,79544.27833,80823.276,80856.546,81026.106,82201.58533,79578.21533,78996.975,81435.00167,79175.309,79986.62067,78905.32767,84581.347,83922.35333
X-n502-k39,CA-KNN3,300,30,81076.41067,79830.287,79297.565,79353.9,80452.22433,80983.518,81708.155,79043.75767,80738.08767,80543.57567,80688.32933,82152.389,79467.16067,78907.75367,81183.11433,79090.837,79701.438,79050.501,84222.09367,83624.055
X-n502-k39,CA-KNN3,300,31,80760.21733,79772.603,79156.27733,79022.55467,80405.254,80890.361,82020.16233,79094.044,80447.00467,80321.77833,80011.16,82210.20633,79517.63267,78928.46667,81091.94233,78804.41967,79415.196,78753.455,83535.12067,83202.71167
X-n502-k39,CA-KNN3,300,32,80518.16033,79417.53167,79208.19467,78960.14833,80207.52433,80645.57,81631.81267,78894.90267,80208.264,80029.96467,79954.556,81944.42067,79337.85533,78784.1,80736.22533,78687.15467,79468.90467,78681.42267,83224.32667,82893.634
X-n502-k39,CA-KNN3,300,33,80255.82767,79546.98967,78977.08833,78791.892,80089.64067,80718.432,81364.47367,78917.952,79960.30933,79877.83867,79806.82767,81880.94533,79055.78633,78643.048,80627.27033,78706.24267,79206.089,78599.33,82957.609,82362.675
X-n502-k39,CA-KNN3,300,34,80106.43267,79516.564,78963.71467,78777.23967,79999.67467,80192.51433,81358.344,78826.659,79857.14667,79701.33233,79737.83033,81591.649,78826.22433,78654.14467,80562.53167,78676.40767,79230.95067,78534.79667,82433.90433,81930.26467
X-n502-k39,CA-KNN3,300,35,79820.41467,79516.59767,78791.85367,78434.74433,79840.04067,79915.52367,81232.96167,78824.08667,79807.55733,79486.39667,79475.255,81432.11167,78752.53133,78703.33667,80850.043,78392.83833,79363.57233,78645.323,82318.86667,81338.63667
X-n502-k39,CA-KNN3,300,36,79524.11033,79515.246,78749.68833,78401.26367,79699.211,79643.92067,80950.69767,78849.766,79828.161,79503.96833,79296.392,81020.183,78808.776,78709.202,80645.71367,78283.46367,79135.088,78535.82933,81780.139,81034.58933
X-n502-k39,CA-KNN3,300,37,79518.843,79623.23733,78782.029,78386.692,79554.93933,79647.70533,81053.44367,78997.96567,79681.07167,79374.28133,79101.129,80997.093,78703.959,78805.13467,80405.873,78210.49833,78984.398,78543.78833,81564.69133,80859.68933
X-n502-k39,CA-KNN3,300,38,79666.11733,79504.62533,78644.17233,78206.082,79418.13,79350.66,80900.31433,78933.804,79684.56633,79319.08733,79034.59133,80813.06567,78699.65933,78793.921,80450.06133,78312.792,79017.024,78411.089,81392.365,80768.77867
X-n502-k39,CA-KNN3,300,39,79871.61467,79230.28967,78520.91067,78133.64767,79442.108,79668.495,80745.33967,78978.564,79559.79533,79307.237,78882.47133,80712.749,78598.27567,78779.84667,80271.80267,78182.03933,78950.96033,78283.93967,81437.702,80608.79433
X-n502-k39,CA-KNN3,300,40,79739.66533,79170.28667,78394.456,78090.401,79359.45967,79675.87233,80557.73433,78710.94367,79626.15267,79302.34767,78744.71167,80704.35833,78652.215,78772.692,80110.52467,78193.358,78724.168,78297.10933,81010.65433,80430.11033
X-n502-k39,CA-KNN3,300,41,79698.05567,79161.39133,78361.85333,78186.84233,79410.025,79729.901,80383.14167,78853.44,79535.54533,79252.496,78738.74967,80644.908,78613.831,78381.073,80119.581,78274.07933,78653.77633,78346.24033,80870.49667,80476.002
X-n502-k39,CA-KNN3,300,42,79540.948,79073.67167,78376.65667,78111.61467,79468.594,79685.04067,80248.50667,78713.227,79671.308,79290.54033,78657.64267,80481.61333,78574.81167,78469.242,79894.72633,78316.284,78578.48733,78249.061,80310.55367,80438.87433
X-n502-k39,CA-KNN3,300,43,79454.26767,79038.06167,78202.108,78008.67667,79360.698,79760.90467,80378.25433,78560.97233,79568.93133,79375.074,78614.937,80382.63067,78628.95967,78304.57933,79782.47033,78225.383,78591.93767,77982.68233,79999.077,80196.075
X-n502-k39,CA-KNN3,300,44,79490.73233,78934.381,78131.77733,78066.35367,79443.24933,79414.52367,80171.32867,78515.39467,79473.39067,79465.64833,78599.42033,80323.84,78523.81333,78369.32067,79738.29267,78091.23333,78508.48133,77980.73333,80165.79567,80242.05967
X-n502-k39,CA-KNN3,300,45,79451.05167,78916.48467,78113.196,78103.84467,79202.18533,79574.629,79896.39133,78464.21333,79354.27733,79465.271,78486.75067,80420.60867,78358.216,78313.59933,79553.98167,78254.665,78596.825,77965.03733,80152.26667,80188.02667
X-n502-k39,CA-KNN3,300,46,79398.65067,78969.37633,78097.94,78126.22,79211.60967,79649.40367,79619.98767,78501.32733,79135.12733,79305.77567,78389.998,80122.58333,78363.66367,78143.614,79282.44333,78208.38367,78436.42533,78026.659,79802.02167,80049.469
X-n502-k39,CA-KNN3,300,47,79156.64,78994.036,78084.63767,77984.811,79396.33167,79454.453,79585.424,78548.07767,79030.73333,79231.68333,78366.035,79964.062,78281.88167,78079.41233,79271.44233,78013.89067,78379.45233,78107.05867,79802.88733,80221.49233
X-n502-k39,CA-KNN3,300,48,79102.373,78933.54567,78105.53367,77846.962,79161.01033,79106.44267,79625.493,78504.022,78916.33667,79153.47433,78494.54133,79821.76533,78233.381,77976.531,79379.62333,77947.50567,78183.34733,78034.81033,79721.37033,80230.78267
X-n502-k39,CA-KNN3,300,49,79010.36967,78898.926,78054.992,77722.786,79029.572,79057.952,79536.22967,78442.37267,78944.06333,79121.92933,78540.93067,79853.46567,78276.14967,77882.565,79343.26667,77903.33967,78095.95633,78019.262,79606.50167,80016.40867
X-n502-k39,CA-KNN3,300,50,78896.18933,78682.00433,78153.59067,77656.48267,79001.78133,79145.654,79434.522,78452.50667,78933.38933,79057.42267,78562.992,79774.13167,78265.38067,77885.82567,79364.081,78004.56733,78085.15367,77881.58033,79435.22967,80012.70367
X-n502-k39,CA-KNN4,300,1,80932.828,80924.24767,80848.09433,80934.07133,80912.83933,81049.656,80978.589,80850.63033,80844.166,80728.05333,81005.78133,80718.54067,80717.58967,81134.75667,80760.645,80889.27933,81103.84633,80808.99367,80871.691,80721.933
X-n502-k39,CA-KNN4,300,2,81771.73267,81663.64633,81412.20367,81640.53267,81670.494,81910.11933,81925.109,81836.06933,81760.71333,81440.64833,81690.32533,81563.77067,81530.46833,81614.86,81518.286,81650.137,81934.669,81511.747,81348.302,81615.507
X-n502-k39,CA-KNN4,300,3,82065.87333,82417.643,81976.506,82169.28567,82227.72867,82969.12667,82464.49967,82631.33933,82413.34267,82003.72833,82322.678,82512.79533,82055.92333,82062.526,82447.67367,82264.11633,82558.695,82236.02,81956.14433,82467.08467
X-n502-k39,CA-KNN4,300,4,82633.996,82636.64133,82725.75833,82594.45833,82782.14367,83785.032,83194.85967,83215.656,83322.32367,82555.717,83109.947,82982.421,82642.008,82604.97933,83069.571,83003.78333,82929.49767,82743.26567,82501.19533,83151.08033
X-n502-k39,CA-KNN4,300,5,83289.10133,82906.86967,83189.70367,83036.693,83227.94067,84349.658,83672.58633,83679.44,83680.67267,83087.99733,83361.08267,83590.83367,83166.12833,83326.17567,83751.726,83348.321,83602.16333,83578.27233,83063.813,83745.63333
X-n502-k39,CA-KNN4,300,6,83500.07667,83419.614,84062.228,83336.00567,83727.353,84636.812,83735.24067,84209.23933,84548.74467,83584.20733,84016.56233,84097.25767,83766.023,84113.36833,84492.71133,83770.07833,84177.13733,83561.76167,83757.372,84170.83067
X-n502-k39,CA-KNN4,300,7,83881.69933,84082.09433,84626.036,83955.92333,83851.31867,85011.414,84143.63067,84367.95833,84644.37433,83689.57033,84386.10767,84098.76067,84170.968,84672.918,84578.27367,84107.914,84547.233,84032.34667,84357.94133,84341.98933
X-n502-k39,CA-KNN4,300,8,84038.00633,84413.17767,85193.90933,84290.69433,84422.822,85129.94833,84346.112,84062.71933,84831.21367,84102.74233,84455.21533,84378.17867,84749.402,84893.727,84823.95833,84506.34733,84888.87867,84455.77967,84598.85733,85198.59367
X-n502-k39,CA-KNN4,300,9,84257.69333,84374.81667,85455.28133,84231.239,84761.356,84918.113,84629.382,84320.16533,84702.607,84141.75333,84713.69933,84047.728,85053.34567,85181.315,85099.657,84520.82767,85175.997,84413.298,84807.45933,85673.30167
X-n502-k39,CA-KNN4,300,10,84631.33667,84367.32067,86057.764,84079.372,84577.94767,85100.095,85467.539,85060.865,84913.938,84318.26267,84811.04667,84520.13467,85061.02233,85459.899,85401.86733,84764.917,85810.577,84577.947,84761.42033,85632.02833
X-n502-k39,CA-KNN4,300,11,84617.22333,84499.82967,86213.32733,84250.17033,84894.29933,85080.64533,85726.279,85198.329,85377.24667,84590.162,84399.98033,84192.03633,85102.359,85875.06633,85577.45233,84806.61067,86235.30933,84943.06233,85312.64267,85225.02233
X-n502-k39,CA-KNN4,300,12,84482.57833,84124.804,86509.28267,84183.11633,84804.19967,85585.27567,86315.91167,85224.17367,86098.732,85056.69533,84805.79933,84482.81433,85551.595,85892.753,85481.80767,85333.045,86630.45733,85495.028,85184.63067,85775.65367
X-n502-k39,CA-KNN4,300,13,84820.05433,84510.712,86067.67467,84260.05633,85177.60167,85666.19333,86183.94333,85666.014,86149.61867,85086.13933,84749.95733,84912.62133,86028.09333,85882.82367,85667.65833,85033.80033,87102.64267,85865.33433,85013.62367,86233.12933
X-n502-k39,CA-KNN4,300,14,84938.67667,84174.21767,86097.98233,84445.85767,84841.78433,85275.36533,85994.80833,85701.43467,86670.90433,85153.76533,85456.66667,84221.54367,86231.421,85602.06433,85926.492,84860.05367,87398.087,86047.20333,85342.39967,86427.69067
X-n502-k39,CA-KNN4,300,15,84665.58667,84209.041,86025.07267,84117.092,85083.74867,85118.64233,86020.22733,85203.97367,87120.03067,85197.055,85163.01933,84132.929,86273.85367,85416.70433,86024.93633,84746.535,87114.09067,85837.97133,85554.06067,86094.31467
X-n502-k39,CA-KNN4,300,16,84537.56433,84048.53467,85850.03167,83605.451,85365.09367,84862.23767,86238.75467,85269.59367,86723.18333,84952.94967,85047.66633,83501.33967,85958.24867,85509.58967,86615.21967,84730.42267,86764.808,85566.58967,85740.00767,86162.33167
X-n502-k39,CA-KNN4,300,17,84125.04233,84332.29033,85573.77567,83499.505,85623.67267,84721.20633,86289.09967,84775.52467,87313.62867,85402.048,84087.68,83996.294,85901.578,85439.90167,87234.96833,84820.48933,87059.70733,85378.53367,85847.64867,86128.20133
X-n502-k39,CA-KNN4,300,18,83852.03033,84063.97667,85510.22133,83326.811,84773.12667,84412.61033,86032.684,84701.42733,87001.693,85501.45667,83833.66367,83760.51833,86016.06033,84975.209,87735.90567,84755.922,87355.91767,85318.34433,86479.837,86430.684
X-n502-k39,CA-KNN4,300,19,83320.26867,84404.04967,85963.00067,82919.90833,84600.03233,84488.44333,85451.74667,84504.12633,87602.076,85267.536,83995.38833,83663.33967,85706.55567,84822.57767,87688.28333,84411.30067,86756.21167,85634.575,86589.38367,85855.035
X-n502-k39,CA-KNN4,300,20,83087.39767,84226.40233,85537.63767,82667.26033,84199.658,84031.11233,85571.90567,84400.44967,86822.086,84853.67267,83798.74967,82772.57633,86640.121,84384.43667,87412.69733,84284.11967,86527.97933,85294.897,86891.233,85744.06933
X-n502-k39,CA-KNN4,300,21,82692.82933,83378.12633,84888.91133,82402.53833,83948.47467,83572.40633,85244.95433,83951.24567,86086.007,84177.53233,83781.17033,82073.98733,86822.49733,84083.78867,87376.26567,83900.33667,86665.042,84959.37667,86577.93433,85756.17333
X-n502-k39,CA-KNN4,300,22,82282.654,82801.29567,84530.129,82408.40833,84013.297,83572.31667,85493.961,84148.93333,85514.494,84116.172,83254.43367,81589.57267,86399.72833,83901.18167,86963.53433,83892.97933,86099.84233,85175.63767,86048.99433,85774.55533
X-n502-k39,CA-KNN4,300,23,81934.227,82747.50733,84193.22067,82310.85833,84079.83767,83427.38733,85043.38767,84035.92767,86011.45867,84292.148,82493.02833,81634.618,86525.052,84131.613,87355.69367,83920.50433,85484.00067,84552.18733,86198.535,85568.632
